Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Unnamed: 34
Federico Valverde,uy URU,MF,25,25.0,23,2025.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Jude Bellingham,eng ENG,"MF,FW",20,21.0,21,1778.0,16.0,3.0,19.0,15.0,1.0,1.0,5.0,0.0,Real-Madrid-Stats
Antonio Rudiger,de GER,DF,30,21.0,20,1796.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,Real-Madrid-Stats
Rodrygo,br BRA,FW,23,25.0,20,1710.0,8.0,4.0,12.0,8.0,0.0,1.0,2.0,0.0,Real-Madrid-Stats
Dani Carvajal,es ESP,DF,32,20.0,18,1554.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,1.0,Real-Madrid-Stats
Toni Kroos,de GER,MF,34,24.0,17,1560.0,1.0,7.0,8.0,1.0,0.0,0.0,2.0,0.0,Real-Madrid-Stats
Aurelien Tchouameni,fr FRA,"MF,DF",24,19.0,15,1349.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,Real-Madrid-Stats
Vinicius Junior,br BRA,FW,23,16.0,15,1182.0,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,Real-Madrid-Stats
David Alaba,at AUT,DF,31,14.0,14,1154.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Real-Madrid-Stats
Andriy Lunin,ua UKR,GK,25,13.0,13,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Eduardo Camavinga,fr FRA,"MF,DF",21,19.0,13,1132.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Real-Madrid-Stats
Ferland Mendy,fr FRA,DF,28,15.0,13,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Real-Madrid-Stats
Kepa Arrizabalaga,es ESP,GK,29,12.0,12,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Luka Modric,hr CRO,MF,38,20.0,11,1018.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Fran Garcia,es ESP,DF,24,18.0,11,1008.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Joselu,es ESP,FW,33,25.0,10,1173.0,8.0,2.0,10.0,8.0,0.0,2.0,0.0,0.0,Real-Madrid-Stats
Nacho,es ESP,DF,34,17.0,10,994.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Real-Madrid-Stats
Brahim Diaz,es ESP,"FW,MF",24,20.0,9,818.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Lucas Vazquez,es ESP,DF,32,19.0,8,832.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Dani Ceballos,es ESP,"MF,FW",27,12.0,1,234.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Madrid-Stats
Eder Militao,br BRA,DF,26,1.0,1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Arda Guler,tr TUR,"FW,MF",18,3.0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Nicolas Paz,ar ARG,"MF,FW",19,4.0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Gonzalo Garcia,es ESP,"FW,MF",19,2.0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Madrid-Stats
Lucas Canizares,es ESP,GK,21,0.0,0,,,,,,,,,,Real-Madrid-Stats
Alvaro Carrillo,es ESP,DF,21,0.0,0,,,,,,,,,,Real-Madrid-Stats
Fran Gonzalez,es ESP,GK,18,0.0,0,,,,,,,,,,Real-Madrid-Stats
Fran Gonzalez,es ESP,DF,25,0.0,0,,,,,,,,,,Real-Madrid-Stats
Mario de Luis,es ESP,GK,21,0.0,0,,,,,,,,,,Real-Madrid-Stats
Mario Martin,es ESP,MF,19,0.0,0,,,,,,,,,,Real-Madrid-Stats
Alvaro Odriozola,es ESP,DF,28,0.0,0,,,,,,,,,,Real-Madrid-Stats
Diego Pineiro,es ESP,GK,20,0.0,0,,,,,,,,,,Real-Madrid-Stats
Edgar Pujol,es ESP,DF,19,0.0,0,,,,,,,,,,Real-Madrid-Stats
Jacobo Ramon,es ESP,DF,19,0.0,0,,,,,,,,,,Real-Madrid-Stats
Vinicius Tobias,br BRA,DF,19,0.0,0,,,,,,,,,,Real-Madrid-Stats
Theo Zidane,fr FRA,MF,21,0.0,0,,,,,,,,,,Real-Madrid-Stats
Squad Total,,,28.0,25.0,275,2250.0,53.0,41.0,94.0,52.0,1.0,4.0,46.0,3.0,Real-Madrid-Stats
Opponent Total,,,27.8,25.0,275,2250.0,15.0,10.0,25.0,14.0,1.0,1.0,69.0,0.0,Real-Madrid-Stats
Paulo Gazzaniga,ar ARG,GK,32,25.0,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Girona-Stats
Aleix Garcia,es ESP,MF,26,24.0,24,2138.0,3.0,5.0,8.0,3.0,0.0,0.0,2.0,1.0,Girona-Stats
Miguel Gutierrez,es ESP,"DF,MF",22,24.0,24,2131.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,Girona-Stats
Savio,br BRA,"MF,FW",19,25.0,24,1994.0,5.0,7.0,12.0,5.0,0.0,0.0,3.0,0.0,Girona-Stats
Daley Blind,nl NED,DF,33,23.0,22,1982.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,Girona-Stats
Ivan Martin,es ESP,"MF,FW",25,24.0,22,1794.0,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,Girona-Stats
Artem Dovbyk,ua UKR,FW,26,23.0,19,1493.0,14.0,5.0,19.0,11.0,3.0,3.0,1.0,0.0,Girona-Stats
Yangel Herrera,ve VEN,MF,26,19.0,18,1425.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,Girona-Stats
Yan Couto,br BRA,"DF,MF",21,23.0,17,1515.0,1.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,Girona-Stats
Eric Garcia,es ESP,DF,23,17.0,17,1490.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,Girona-Stats
Viktor Tsyhankov,ua UKR,"MF,FW",26,20.0,17,1369.0,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,Girona-Stats
David Lopez,es ESP,"DF,MF",34,15.0,15,1188.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,Girona-Stats
Arnau Martinez,es ESP,DF,20,15.0,12,992.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Girona-Stats
Cristhian Stuani,uy URU,FW,37,23.0,5,684.0,7.0,2.0,9.0,7.0,0.0,0.0,5.0,0.0,Girona-Stats
Portu,es ESP,"MF,FW",31,20.0,5,610.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,Girona-Stats
Juanpe,es ESP,DF,32,11.0,4,489.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Girona-Stats
Pablo Torre,es ESP,"MF,FW",20,17.0,3,504.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Girona-Stats
Valery Fernandez,es ESP,"MF,DF",24,21.0,2,452.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Girona-Stats
Jhon Solis,co COL,MF,19,11.0,0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona-Stats
Antal Yaakobishvili,hu HUN,DF,19,1.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona-Stats
Ibrahima Kebe,ml MLI,MF,23,2.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Girona-Stats
Bernardo Espinosa,co COL,DF,34,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona-Stats
Silvi Clua,es ESP,MF,19,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona-Stats
Juan Carlos,es ESP,GK,36,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Girona-Stats
Iker Almena,es ESP,FW,19,0.0,0,,,,,,,,,,Girona-Stats
Ricard Artero,es ESP,MF,21,0.0,0,,,,,,,,,,Girona-Stats
Santiago Bueno,uy URU,DF,25,0.0,0,,,,,,,,,,Girona-Stats
Toni Fuidias,es ESP,GK,22,0.0,0,,,,,,,,,,Girona-Stats
Borja Garcia,es ESP,"FW,MF",33,0.0,0,,,,,,,,,,Girona-Stats
Jastin Garcia,es ESP,FW,20,0.0,0,,,,,,,,,,Girona-Stats
Eric Monjonell,es ESP,DF,22,0.0,0,,,,,,,,,,Girona-Stats
Manu Vallejo,es ESP,"FW,MF",27,0.0,0,,,,,,,,,,Girona-Stats
Squad Total,,,26.6,25.0,275,2250.0,54.0,41.0,95.0,51.0,3.0,3.0,50.0,1.0,Girona-Stats
Opponent Total,,,27.8,25.0,275,2250.0,32.0,22.0,54.0,30.0,2.0,3.0,58.0,2.0,Girona-Stats
Ilkay Gundogan,de GER,MF,33,25.0,22,2017.0,5.0,6.0,11.0,4.0,1.0,1.0,2.0,0.0,Barcelona-Stats
Robert Lewandowski,pl POL,FW,35,23.0,21,1857.0,12.0,5.0,17.0,9.0,3.0,3.0,4.0,0.0,Barcelona-Stats
Jules Kounde,fr FRA,DF,25,22.0,20,1790.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Joao Cancelo,pt POR,DF,29,21.0,19,1610.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,Barcelona-Stats
Andreas Christensen,dk DEN,"DF,MF",27,19.0,18,1338.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Barcelona-Stats
Frenkie de Jong,nl NED,MF,26,17.0,17,1475.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,Barcelona-Stats
Ronald Araujo,uy URU,DF,24,18.0,15,1428.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Barcelona-Stats
Alejandro Balde,es ESP,DF,20,18.0,15,1378.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Barcelona-Stats
Marc-Andre ter Stegen,de GER,GK,31,15.0,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Barcelona-Stats
Joao Felix,pt POR,FW,24,18.0,14,1068.0,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,Barcelona-Stats
Lamine Yamal,es ESP,FW,16,25.0,13,1341.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,Barcelona-Stats
Pedri,es ESP,"MF,FW",21,14.0,12,1039.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,Barcelona-Stats
Gavi,es ESP,"MF,FW",19,12.0,10,944.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,Barcelona-Stats
Ferran Torres,es ESP,FW,23,21.0,10,936.0,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,Barcelona-Stats
Inaki Pena,es ESP,GK,24,10.0,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Oriol Romeu,es ESP,MF,32,18.0,10,723.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,Barcelona-Stats
Raphinha,br BRA,"FW,MF",27,17.0,8,719.0,3.0,5.0,8.0,3.0,0.0,0.0,2.0,1.0,Barcelona-Stats
Inigo Martinez,es ESP,DF,32,11.0,7,687.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Barcelona-Stats
Fermin Lopez,es ESP,"MF,FW",20,18.0,6,653.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,Barcelona-Stats
Pau Cubarsi,es ESP,DF,17,6.0,5,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Sergi Roberto,es ESP,"MF,DF",32,6.0,4,357.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,Barcelona-Stats
Marcos Alonso,es ESP,DF,33,4.0,2,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Vitor Roque,br BRA,FW,18,6.0,1,154.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,Barcelona-Stats
Hector Fort,es ESP,DF,17,2.0,1,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Abdessamad Ezzalzouli,ma MAR,"FW,MF",22,2.0,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Eric Garcia,es ESP,DF,23,2.0,0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Barcelona-Stats
Ansu Fati,es ESP,"MF,FW",21,3.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcelona-Stats
Marc Guiu,es ESP,"MF,FW",18,2.0,0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Barcelona-Stats
Ander Astralaga,es ESP,GK,19,0.0,0,,,,,,,,,,Barcelona-Stats
Marc Casado,es ESP,MF,20,0.0,0,,,,,,,,,,Barcelona-Stats
Aleix Garrido,es ESP,MF,20,0.0,0,,,,,,,,,,Barcelona-Stats
Unai Hernandez,es ESP,MF,19,0.0,0,,,,,,,,,,Barcelona-Stats
Diego Kochen,us USA,GK,17,0.0,0,,,,,,,,,,Barcelona-Stats
Pau Prim,es ESP,MF,18,0.0,0,,,,,,,,,,Barcelona-Stats
Pau Victor Delgado,es ESP,FW,22,0.0,0,,,,,,,,,,Barcelona-Stats
Aron Yaakobishvili,hu HUN,GK,17,0.0,0,,,,,,,,,,Barcelona-Stats
Squad Total,,,26.6,25.0,275,2250.0,49.0,35.0,84.0,45.0,4.0,4.0,59.0,2.0,Barcelona-Stats
Opponent Total,,,27.5,25.0,275,2250.0,34.0,28.0,62.0,34.0,0.0,0.0,73.0,5.0,Barcelona-Stats
Jan Oblak,si SVN,GK,31,25.0,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Atletico-Madrid-Stats
Antoine Griezmann,fr FRA,"FW,MF",32,24.0,23,1947.0,11.0,6.0,17.0,8.0,3.0,3.0,3.0,0.0,Atletico-Madrid-Stats
Axel Witsel,be BEL,DF,35,24.0,21,1944.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Mario Hermoso,es ESP,DF,28,21.0,21,1851.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,Atletico-Madrid-Stats
Koke,es ESP,MF,32,22.0,20,1487.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,Atletico-Madrid-Stats
Marcos Llorente,es ESP,"MF,DF",29,25.0,19,1643.0,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Alvaro Morata,es ESP,FW,31,22.0,18,1468.0,13.0,1.0,14.0,13.0,0.0,0.0,3.0,1.0,Atletico-Madrid-Stats
Rodrigo De Paul,ar ARG,MF,29,22.0,15,1328.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Nahuel Molina,ar ARG,DF,25,22.0,14,1319.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Samuel Lino,br BRA,DF,24,21.0,13,1217.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,Atletico-Madrid-Stats
Stefan Savic,me MNE,DF,33,14.0,13,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Atletico-Madrid-Stats
Saul Niguez,es ESP,MF,29,24.0,12,1118.0,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,Atletico-Madrid-Stats
Rodrigo Riquelme,es ESP,"DF,MF",23,21.0,12,954.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,Atletico-Madrid-Stats
Pablo Barrios,es ESP,MF,20,15.0,10,958.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Cesar Azpilicueta,es ESP,DF,34,16.0,9,951.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Atletico-Madrid-Stats
Jose Maria Gimenez,uy URU,DF,29,16.0,8,786.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Atletico-Madrid-Stats
Angel Correa,ar ARG,"FW,MF",28,20.0,5,771.0,6.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,Atletico-Madrid-Stats
Memphis,nl NED,FW,30,15.0,5,539.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,Atletico-Madrid-Stats
Reinildo Mandava,mz MOZ,DF,30,5.0,3,313.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Atletico-Madrid-Stats
Yannick Carrasco,be BEL,DF,30,3.0,3,221.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Atletico-Madrid-Stats
Thomas Lemar,fr FRA,MF,28,3.0,3,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico-Madrid-Stats
Caglar Soyuncu,tr TUR,DF,27,6.0,1,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Atletico-Madrid-Stats
Gabriel Paulista,br BRA,DF,33,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico-Madrid-Stats
Arthur Vermeeren,be BEL,MF,19,2.0,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico-Madrid-Stats
Javi Galan,es ESP,DF,29,5.0,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Atletico-Madrid-Stats
Rayane Belaid,es ESP,DF,19,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Joao Felix,pt POR,"FW,MF",24,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Aitor Gismera,es ESP,MF,20,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Antonio Gomis,es ESP,GK,20,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Ivo Grbic,hr CRO,GK,28,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Salim El Jebari,ma MAR,MF,20,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Ilias Kostis,gr GRE,DF,20,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Sergio Mestre,es ESP,GK,19,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Horatiu Moldovan,ro ROU,GK,26,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Marco Moreno,es ESP,DF,23,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Adrian Nino,es ESP,FW,19,0.0,0,,,,,,,,,,Atletico-Madrid-Stats
Squad Total,,,29.8,25.0,275,2250.0,50.0,36.0,86.0,46.0,4.0,4.0,56.0,3.0,Atletico-Madrid-Stats
Opponent Total,,,27.5,25.0,275,2250.0,26.0,17.0,43.0,25.0,1.0,2.0,47.0,2.0,Atletico-Madrid-Stats
Unai Simon,es ESP,GK,26,,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Athletic-Club-Stats
Daniel Vivian,es ESP,DF,24,,23,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Athletic-Club-Stats
Inaki Williams,gh GHA,FW,29,,22,1913.0,9.0,3.0,12.0,9.0,0.0,0.0,3.0,0.0,Athletic-Club-Stats
Gorka Guruzeta,es ESP,FW,27,,22,1623.0,9.0,3.0,12.0,9.0,0.0,1.0,2.0,0.0,Athletic-Club-Stats
Aitor Paredes,es ESP,DF,23,,21,1880.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Athletic-Club-Stats
Oihan Sancet,es ESP,MF,23,,19,1564.0,3.0,5.0,8.0,3.0,0.0,1.0,3.0,2.0,Athletic-Club-Stats
Nico Williams,es ESP,FW,21,,19,1510.0,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,Athletic-Club-Stats
Inigo Ruiz de Galarreta,es ESP,MF,30,,18,1462.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Athletic-Club-Stats
Oscar de Marcos,es ESP,DF,34,,17,1492.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,Athletic-Club-Stats
Yuri Berchiche,es ESP,DF,34,,15,1382.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,Athletic-Club-Stats
Inigo Lekue,es ESP,DF,30,,15,1330.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Athletic-Club-Stats
Mikel Vesga,es ESP,MF,30,,14,1170.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,Athletic-Club-Stats
Alex Berenguer,es ESP,FW,28,,8,910.0,6.0,1.0,7.0,5.0,1.0,1.0,2.0,0.0,Athletic-Club-Stats
Ander Herrera,es ESP,MF,34,,8,788.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Athletic-Club-Stats
Benat Prados,es ESP,"MF,DF",23,,6,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic-Club-Stats
Yeray Alvarez,es ESP,DF,29,,6,540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Athletic-Club-Stats
Dani Garcia,es ESP,MF,33,,4,403.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Athletic-Club-Stats
Unai Gomez,es ESP,MF,20,,4,383.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Athletic-Club-Stats
Iker Muniain,es ESP,"MF,FW",31,,3,395.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Athletic-Club-Stats
Imanol,es ESP,DF,23,,3,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic-Club-Stats
Asier Villalibre,es ESP,FW,26,,2,324.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Athletic-Club-Stats
Adu Ares,es ESP,"FW,MF",22,,1,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Athletic-Club-Stats
Raul Garcia,es ESP,"FW,MF",37,,0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Athletic-Club-Stats
Mikel Jauregizar,es ESP,MF,20,,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic-Club-Stats
Peru Nolaskoain,es ESP,"DF,MF",25,,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic-Club-Stats
Julen Agirrezabala,es ESP,GK,23,,0,,,,,,,,,,Athletic-Club-Stats
Unai Eguiluz,es ESP,DF,21,,0,,,,,,,,,,Athletic-Club-Stats
Javi Marton,es ESP,FW,24,,0,,,,,,,,,,Athletic-Club-Stats
Aingeru Olabarrieta,es ESP,FW,18,,0,,,,,,,,,,Athletic-Club-Stats
Alex Padilla,es ESP,GK,20,,0,,,,,,,,,,Athletic-Club-Stats
Hugo Rincon,es ESP,DF,21,,0,,,,,,,,,,Athletic-Club-Stats
Squad Total,,,28.0,,275,2250.0,44.0,30.0,74.0,41.0,3.0,5.0,51.0,2.0,Athletic-Club-Stats
Opponent Total,,,27.5,,275,2250.0,22.0,18.0,40.0,22.0,0.0,1.0,54.0,2.0,Athletic-Club-Stats
Alex Remiro,es ESP,GK,28,24.0,24,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Real-Sociedad-Stats
Igor Zubeldia,es ESP,DF,26,24.0,23,1983.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,Real-Sociedad-Stats
Martin Zubimendi,es ESP,MF,25,24.0,22,2058.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,Real-Sociedad-Stats
Brais Mendez,es ESP,"MF,FW",27,23.0,20,1796.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,Real-Sociedad-Stats
Robin Le Normand,es ESP,DF,27,20.0,19,1668.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,Real-Sociedad-Stats
Takefusa Kubo,jp JPN,"FW,MF",22,20.0,18,1593.0,7.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Hamari Traore,ml MLI,DF,32,21.0,18,1583.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Real-Sociedad-Stats
Mikel Merino,es ESP,MF,27,21.0,17,1555.0,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,Real-Sociedad-Stats
Mikel Oyarzabal,es ESP,"FW,MF",26,22.0,14,1382.0,8.0,1.0,9.0,6.0,2.0,2.0,2.0,0.0,Real-Sociedad-Stats
Ander Barrenetxea,es ESP,"FW,MF",22,19.0,13,983.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Aihen Munoz,es ESP,DF,26,21.0,11,1127.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Real-Sociedad-Stats
Benat Turrientes,es ESP,MF,22,17.0,10,888.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Real-Sociedad-Stats
Umar Sadiq,ng NGA,FW,27,22.0,10,871.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,Real-Sociedad-Stats
Kieran Tierney,sct SCO,DF,26,11.0,10,787.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Arsen Zakharyan,ru RUS,"MF,FW",20,17.0,8,642.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Jon Pacheco,es ESP,DF,23,13.0,7,735.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,Real-Sociedad-Stats
Carlos Fernandez,es ESP,FW,27,10.0,5,408.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,Real-Sociedad-Stats
Andre Silva,pt POR,FW,28,9.0,5,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Aritz Elustondo,es ESP,DF,29,9.0,4,492.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Javi Galan,es ESP,DF,29,4.0,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Jon Aramburu,ve VEN,DF,21,4.0,3,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Alvaro Odriozola,es ESP,DF,28,4.0,3,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Urko Gonzalez,es ESP,"MF,DF",22,3.0,2,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Mohamed Ali Cho,fr FRA,"FW,MF",20,11.0,1,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Olasagasti,es ESP,MF,23,9.0,1,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Real-Sociedad-Stats
Unai Marrero,es ESP,GK,22,2.0,1,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
